zip,city,state,county,timezone,lat,lng
10501,Amawalk,NY,Westchester,America/New_York,41.29448,-73.76075
10502,Ardsley,NY,Westchester,America/New_York,41.01145,-73.84149
10503,Ardsley On Hudson,NY,Westchester,America/New_York,41.02651,-73.8752
10504,Armonk,NY,Westchester,America/New_York,41.13121,-73.70587
10505,Baldwin Place,NY,Westchester,America/New_York,41.3421,-73.74565
10506,Bedford,NY,Westchester,America/New_York,41.18883,-73.63393
10507,Bedford Hills,NY,Westchester,America/New_York,41.2284,-73.68628
10509,Brewster,NY,Putnam,America/New_York,41.41174,-73.59437
10510,Briarcliff Manor,NY,Westchester,America/New_York,41.14094,-73.83447
10511,Buchanan,NY,Westchester,America/New_York,41.26299,-73.94366
10512,Carmel,NY,Putnam,America/New_York,41.44925,-73.71213
10514,Chappaqua,NY,Westchester,America/New_York,41.17308,-73.77091
10516,Cold Spring,NY,Putnam,America/New_York,41.45334,-73.90241
10517,Crompond,NY,Westchester,America/New_York,41.29822,-73.86194
10518,Cross River,NY,Westchester,America/New_York,41.26778,-73.60032
10519,Croton Falls,NY,Westchester,America/New_York,41.35021,-73.6557
10520,Croton On Hudson,NY,Westchester,America/New_York,41.22059,-73.87156
10522,Dobbs Ferry,NY,Westchester,America/New_York,41.01226,-73.86479
10523,Elmsford,NY,Westchester,America/New_York,41.06,-73.81892
10524,Garrison,NY,Putnam,America/New_York,41.37063,-73.92197
10526,Goldens Bridge,NY,Westchester,America/New_York,41.29108,-73.66782
10527,Granite Springs,NY,Westchester,America/New_York,41.31915,-73.76447
10528,Harrison,NY,Westchester,America/New_York,40.97834,-73.72293
10530,Hartsdale,NY,Westchester,America/New_York,41.02341,-73.8077
10532,Hawthorne,NY,Westchester,America/New_York,41.09912,-73.80003
10533,Irvington,NY,Westchester,America/New_York,41.03836,-73.85569
10535,Jefferson Valley,NY,Westchester,America/New_York,41.33516,-73.79933
10536,Katonah,NY,Westchester,America/New_York,41.26982,-73.68726
10537,Lake Peekskill,NY,Putnam,America/New_York,41.33785,-73.88514
10538,Larchmont,NY,Westchester,America/New_York,40.938,-73.75667
10541,Mahopac,NY,Putnam,America/New_York,41.37973,-73.75123
10543,Mamaroneck,NY,Westchester,America/New_York,40.95199,-73.73552
10545,Maryknoll,NY,Westchester,America/New_York,41.17861,-73.83549
10546,Millwood,NY,Westchester,America/New_York,41.19552,-73.79992
10547,Mohegan Lake,NY,Westchester,America/New_York,41.31169,-73.84622
10548,Montrose,NY,Westchester,America/New_York,41.2472,-73.93496
10549,Mount Kisco,NY,Westchester,America/New_York,41.20069,-73.72098
10550,Mount Vernon,NY,Westchester,America/New_York,40.90625,-73.83505
10552,Mount Vernon,NY,Westchester,America/New_York,40.9238,-73.82509
10553,Mount Vernon,NY,Westchester,America/New_York,40.90854,-73.82173
10560,North Salem,NY,Westchester,America/New_York,41.33202,-73.60221
10562,Ossining,NY,Westchester,America/New_York,41.19242,-73.83096
10566,Peekskill,NY,Westchester,America/New_York,41.28919,-73.91845
10567,Cortlandt Manor,NY,Westchester,America/New_York,41.28896,-73.89799
10570,Pleasantville,NY,Westchester,America/New_York,41.13006,-73.7872
10573,Port Chester,NY,Westchester,America/New_York,41.0168,-73.67728
10576,Pound Ridge,NY,Westchester,America/New_York,41.21336,-73.57373
10577,Purchase,NY,Westchester,America/New_York,41.03786,-73.71367
10578,Purdys,NY,Westchester,America/New_York,41.31739,-73.67446
10579,Putnam Valley,NY,Putnam,America/New_York,41.39377,-73.83614
10580,Rye,NY,Westchester,America/New_York,40.97889,-73.69306
10583,Scarsdale,NY,Westchester,America/New_York,40.98924,-73.7931
10588,Shrub Oak,NY,Westchester,America/New_York,41.33533,-73.82183
10589,Somers,NY,Westchester,America/New_York,41.32994,-73.69523
10590,South Salem,NY,Westchester,America/New_York,41.25393,-73.53733
10591,Tarrytown,NY,Westchester,America/New_York,41.08586,-73.84417
10594,Thornwood,NY,Westchester,America/New_York,41.11637,-73.77267
10595,Valhalla,NY,Westchester,America/New_York,41.08646,-73.78201
10596,Verplanck,NY,Westchester,America/New_York,41.25608,-73.95911
10597,Waccabuc,NY,Westchester,America/New_York,41.29406,-73.59682
10598,Yorktown Heights,NY,Westchester,America/New_York,41.2819,-73.79328
10601,White Plains,NY,Westchester,America/New_York,41.03295,-73.76504
10603,White Plains,NY,Westchester,America/New_York,41.05456,-73.77939
10604,West Harrison,NY,Westchester,America/New_York,41.05928,-73.73944
10605,White Plains,NY,Westchester,America/New_York,41.00919,-73.74605
10606,White Plains,NY,Westchester,America/New_York,41.02045,-73.77572
10607,White Plains,NY,Westchester,America/New_York,41.0395,-73.81117
10701,Yonkers,NY,Westchester,America/New_York,40.94544,-73.88034
10703,Yonkers,NY,Westchester,America/New_York,40.95974,-73.88031
10704,Yonkers,NY,Westchester,America/New_York,40.91886,-73.86176
10705,Yonkers,NY,Westchester,America/New_York,40.91925,-73.88976
10706,Hastings On Hudson,NY,Westchester,America/New_York,40.98976,-73.86752
10707,Tuckahoe,NY,Westchester,America/New_York,40.96054,-73.82274
10708,Bronxville,NY,Westchester,America/New_York,40.93816,-73.83075
10709,Eastchester,NY,Westchester,America/New_York,40.95459,-73.80935
10710,Yonkers,NY,Westchester,America/New_York,40.96732,-73.84713
10801,New Rochelle,NY,Westchester,America/New_York,40.91757,-73.78437
10803,Pelham,NY,Westchester,America/New_York,40.9003,-73.80662
10804,New Rochelle,NY,Westchester,America/New_York,40.94912,-73.78636
10805,New Rochelle,NY,Westchester,America/New_York,40.89645,-73.7804
10901,Suffern,NY,Rockland,America/New_York,41.13876,-74.11615
10910,Arden,NY,Orange,America/New_York,41.27707,-74.13522
10911,Bear Mountain,NY,Orange,America/New_York,41.31682,-74.0031
10913,Blauvelt,NY,Rockland,America/New_York,41.06885,-73.95552
10914,Blooming Grove,NY,Orange,America/New_York,41.41597,-74.19953
10915,Bullville,NY,Orange,America/New_York,41.54231,-74.35823
10916,Campbell Hall,NY,Orange,America/New_York,41.44214,-74.2487
10917,Central Valley,NY,Orange,America/New_York,41.32443,-74.11697
10918,Chester,NY,Orange,America/New_York,41.3477,-74.25871
10919,Circleville,NY,Orange,America/New_York,41.52855,-74.38317
10920,Congers,NY,Rockland,America/New_York,41.15291,-73.94057
10921,Florida,NY,Orange,America/New_York,41.32976,-74.36388
10922,Fort Montgomery,NY,Orange,America/New_York,41.3336,-73.99473
10923,Garnerville,NY,Rockland,America/New_York,41.20235,-73.9998
10924,Goshen,NY,Orange,America/New_York,41.37946,-74.34667
10925,Greenwood Lake,NY,Orange,America/New_York,41.21009,-74.3033
10926,Harriman,NY,Orange,America/New_York,41.30162,-74.12443
10927,Haverstraw,NY,Rockland,America/New_York,41.19257,-73.96708
10928,Highland Falls,NY,Orange,America/New_York,41.35344,-73.99766
10930,Highland Mills,NY,Orange,America/New_York,41.36485,-74.11535
10931,Hillburn,NY,Rockland,America/New_York,41.14745,-74.16455
10932,Howells,NY,Orange,America/New_York,41.48207,-74.46457
10933,Johnson,NY,Orange,America/New_York,41.36525,-74.5142
10940,Middletown,NY,Orange,America/New_York,41.45119,-74.47016
10941,Middletown,NY,Orange,America/New_York,41.48857,-74.34496
10950,Monroe,NY,Orange,America/New_York,41.31837,-74.19886
10952,Monsey,NY,Rockland,America/New_York,41.11363,-74.07943
10953,Mountainville,NY,Orange,America/New_York,41.40504,-74.07745
10954,Nanuet,NY,Rockland,America/New_York,41.09997,-74.01276
10956,New City,NY,Rockland,America/New_York,41.1569,-73.99436
10958,New Hampton,NY,Orange,America/New_York,41.37337,-74.43044
10960,Nyack,NY,Rockland,America/New_York,41.09198,-73.92584
10962,Orangeburg,NY,Rockland,America/New_York,41.04906,-73.95913
10963,Otisville,NY,Orange,America/New_York,41.46332,-74.54425
10964,Palisades,NY,Rockland,America/New_York,41.01624,-73.91438
10965,Pearl River,NY,Rockland,America/New_York,41.06179,-74.01279
10968,Piermont,NY,Rockland,America/New_York,41.03936,-73.91777
10969,Pine Island,NY,Orange,America/New_York,41.29255,-74.48882
10970,Pomona,NY,Rockland,America/New_York,41.18793,-74.07769
10973,Slate Hill,NY,Orange,America/New_York,41.38494,-74.47609
10974,Sloatsburg,NY,Rockland,America/New_York,41.16798,-74.17825
10975,Southfields,NY,Orange,America/New_York,41.25801,-74.17403
10976,Sparkill,NY,Rockland,America/New_York,41.02857,-73.92629
10977,Spring Valley,NY,Rockland,America/New_York,41.11768,-74.0481
10979,Sterling Forest,NY,Orange,America/New_York,41.18272,-74.31501
10980,Stony Point,NY,Rockland,America/New_York,41.23609,-74.04651
10983,Tappan,NY,Rockland,America/New_York,41.02736,-73.94833
10984,Thiells,NY,Rockland,America/New_York,41.20855,-74.01752
10985,Thompson Ridge,NY,Orange,America/New_York,41.58358,-74.3732
10986,Tomkins Cove,NY,Rockland,America/New_York,41.28157,-73.99502
10987,Tuxedo Park,NY,Orange,America/New_York,41.20392,-74.23211
10988,Unionville,NY,Orange,America/New_York,41.30156,-74.5428
10989,Valley Cottage,NY,Rockland,America/New_York,41.12464,-73.93617
10990,Warwick,NY,Orange,America/New_York,41.26442,-74.366
10992,Washingtonville,NY,Orange,America/New_York,41.42549,-74.16594
10993,West Haverstraw,NY,Rockland,America/New_York,41.21013,-73.97552
10994,West Nyack,NY,Rockland,America/New_York,41.09751,-73.97262
10996,West Point,NY,Orange,America/New_York,41.38975,-73.97266
10998,Westtown,NY,Orange,America/New_York,41.33514,-74.53885
11001,Floral Park,NY,Nassau,America/New_York,40.72353,-73.70457
11003,Elmont,NY,Nassau,America/New_York,40.70134,-73.70792
11004,Glen Oaks,NY,Queens,America/New_York,40.74628,-73.71148
11005,Floral Park,NY,Queens,America/New_York,40.75663,-73.71423
11010,Franklin Square,NY,Nassau,America/New_York,40.7006,-73.675
11020,Great Neck,NY,Nassau,America/New_York,40.77106,-73.71278
11021,Great Neck,NY,Nassau,America/New_York,40.78645,-73.72899
11023,Great Neck,NY,Nassau,America/New_York,40.7991,-73.73351
11024,Great Neck,NY,Nassau,America/New_York,40.81632,-73.74172
11030,Manhasset,NY,Nassau,America/New_York,40.79338,-73.68887
11040,New Hyde Park,NY,Nassau,America/New_York,40.7456,-73.67978
11042,New Hyde Park,NY,Nassau,America/New_York,40.75848,-73.6973
11050,Port Washington,NY,Nassau,America/New_York,40.83849,-73.69071
11096,Inwood,NY,Nassau,America/New_York,40.62118,-73.75303
11101,Long Island City,NY,Queens,America/New_York,40.74671,-73.93893
11102,Astoria,NY,Queens,America/New_York,40.77238,-73.92611
11103,Astoria,NY,Queens,America/New_York,40.76266,-73.91349
11104,Sunnyside,NY,Queens,America/New_York,40.7446,-73.92027
11105,Astoria,NY,Queens,America/New_York,40.77887,-73.90622
11106,Astoria,NY,Queens,America/New_York,40.76172,-73.93183
11109,Long Island City,NY,Queens,America/New_York,40.74589,-73.95751
11201,Brooklyn,NY,Kings,America/New_York,40.69463,-73.98972
11203,Brooklyn,NY,Kings,America/New_York,40.64955,-73.93444
11204,Brooklyn,NY,Kings,America/New_York,40.61871,-73.98492
11205,Brooklyn,NY,Kings,America/New_York,40.69468,-73.96613
11206,Brooklyn,NY,Kings,America/New_York,40.70187,-73.94235
11207,Brooklyn,NY,Kings,America/New_York,40.67073,-73.89429
11208,Brooklyn,NY,Kings,America/New_York,40.66855,-73.87103
11209,Brooklyn,NY,Kings,America/New_York,40.62194,-74.03009
11210,Brooklyn,NY,Kings,America/New_York,40.62821,-73.94627
11211,Brooklyn,NY,Kings,America/New_York,40.71244,-73.95299
11212,Brooklyn,NY,Kings,America/New_York,40.66293,-73.91303
11213,Brooklyn,NY,Kings,America/New_York,40.67111,-73.9363
11214,Brooklyn,NY,Kings,America/New_York,40.59866,-73.99636
11215,Brooklyn,NY,Kings,America/New_York,40.6626,-73.98678
11216,Brooklyn,NY,Kings,America/New_York,40.68075,-73.94937
11217,Brooklyn,NY,Kings,America/New_York,40.68259,-73.97928
11218,Brooklyn,NY,Kings,America/New_York,40.64346,-73.97611
11219,Brooklyn,NY,Kings,America/New_York,40.63267,-73.99669
11220,Brooklyn,NY,Kings,America/New_York,40.64115,-74.01651
11221,Brooklyn,NY,Kings,America/New_York,40.69136,-73.92787
11222,Brooklyn,NY,Kings,America/New_York,40.72858,-73.94774
11223,Brooklyn,NY,Kings,America/New_York,40.59715,-73.97359
11224,Brooklyn,NY,Kings,America/New_York,40.57665,-73.98873
11225,Brooklyn,NY,Kings,America/New_York,40.66304,-73.95431
11226,Brooklyn,NY,Kings,America/New_York,40.64639,-73.9568
11228,Brooklyn,NY,Kings,America/New_York,40.61679,-74.013
11229,Brooklyn,NY,Kings,America/New_York,40.60083,-73.94401
11230,Brooklyn,NY,Kings,America/New_York,40.62214,-73.96506
11231,Brooklyn,NY,Kings,America/New_York,40.67767,-74.00465
11232,Brooklyn,NY,Kings,America/New_York,40.65632,-74.00563
11233,Brooklyn,NY,Kings,America/New_York,40.6783,-73.91995
11234,Brooklyn,NY,Kings,America/New_York,40.60602,-73.91071
11235,Brooklyn,NY,Kings,America/New_York,40.58402,-73.9488
11236,Brooklyn,NY,Kings,America/New_York,40.63958,-73.90107
11237,Brooklyn,NY,Kings,America/New_York,40.70429,-73.92107
11238,Brooklyn,NY,Kings,America/New_York,40.67913,-73.96384
11239,Brooklyn,NY,Kings,America/New_York,40.64844,-73.87969
11351,Flushing,NY,Queens,America/New_York,40.78076,-73.82543
11354,Flushing,NY,Queens,America/New_York,40.76863,-73.82739
11355,Flushing,NY,Queens,America/New_York,40.75148,-73.82092
11356,College Point,NY,Queens,America/New_York,40.78497,-73.84165
11357,Whitestone,NY,Queens,America/New_York,40.78636,-73.81097
11358,Flushing,NY,Queens,America/New_York,40.76044,-73.79632
11359,Bayside,NY,Queens,America/New_York,40.79142,-73.77665
11360,Bayside,NY,Queens,America/New_York,40.78039,-73.78148
11361,Bayside,NY,Queens,America/New_York,40.76383,-73.77237
11362,Little Neck,NY,Queens,America/New_York,40.7565,-73.73686
11363,Little Neck,NY,Queens,America/New_York,40.77268,-73.74671
11364,Oakland Gardens,NY,Queens,America/New_York,40.74532,-73.76068
11365,Fresh Meadows,NY,Queens,America/New_York,40.73976,-73.79486
11366,Fresh Meadows,NY,Queens,America/New_York,40.72817,-73.78491
11367,Flushing,NY,Queens,America/New_York,40.73041,-73.82623
11368,Corona,NY,Queens,America/New_York,40.74959,-73.8526
11369,East Elmhurst,NY,Queens,America/New_York,40.76339,-73.87238
11370,East Elmhurst,NY,Queens,America/New_York,40.77568,-73.88738
11371,Flushing,NY,Queens,America/New_York,40.77445,-73.87332
11372,Jackson Heights,NY,Queens,America/New_York,40.75166,-73.88361
11373,Elmhurst,NY,Queens,America/New_York,40.73886,-73.87858
11374,Rego Park,NY,Queens,America/New_York,40.72652,-73.8615
11375,Forest Hills,NY,Queens,America/New_York,40.72092,-73.84611
11377,Woodside,NY,Queens,America/New_York,40.74482,-73.90522
11378,Maspeth,NY,Queens,America/New_York,40.72467,-73.90954
11379,Middle Village,NY,Queens,America/New_York,40.71676,-73.87953
11385,Ridgewood,NY,Queens,America/New_York,40.70102,-73.89013
11411,Cambria Heights,NY,Queens,America/New_York,40.694,-73.73619
11412,Saint Albans,NY,Queens,America/New_York,40.69811,-73.75896
11413,Springfield Gardens,NY,Queens,America/New_York,40.66992,-73.7509
11414,Howard Beach,NY,Queens,America/New_York,40.65809,-73.84495
11415,Kew Gardens,NY,Queens,America/New_York,40.70795,-73.82816
11416,Ozone Park,NY,Queens,America/New_York,40.68458,-73.8496
11417,Ozone Park,NY,Queens,America/New_York,40.67637,-73.84441
11418,Richmond Hill,NY,Queens,America/New_York,40.70019,-73.83611
11419,South Richmond Hill,NY,Queens,America/New_York,40.68863,-73.82297
11420,South Ozone Park,NY,Queens,America/New_York,40.67358,-73.81787
11421,Woodhaven,NY,Queens,America/New_York,40.69401,-73.85869
11422,Rosedale,NY,Queens,America/New_York,40.66041,-73.73626
11423,Hollis,NY,Queens,America/New_York,40.71561,-73.76843
11424,Jamaica,NY,Queens,America/New_York,40.71424,-73.82714
11425,Jamaica,NY,Kings,America/New_York,40.60774,-74.02391
11426,Bellerose,NY,Queens,America/New_York,40.73646,-73.72237
11427,Queens Village,NY,Queens,America/New_York,40.73097,-73.74553
11428,Queens Village,NY,Queens,America/New_York,40.72098,-73.74227
11429,Queens Village,NY,Queens,America/New_York,40.70978,-73.7387
11430,Jamaica,NY,Queens,America/New_York,40.6474,-73.78627
11432,Jamaica,NY,Queens,America/New_York,40.71529,-73.79306
11433,Jamaica,NY,Queens,America/New_York,40.69813,-73.78684
11434,Jamaica,NY,Queens,America/New_York,40.67677,-73.77626
11435,Jamaica,NY,Queens,America/New_York,40.70138,-73.80968
11436,Jamaica,NY,Queens,America/New_York,40.67577,-73.79672
11451,Jamaica,NY,Queens,America/New_York,40.7012,-73.79596
11501,Mineola,NY,Nassau,America/New_York,40.74633,-73.63892
11507,Albertson,NY,Nassau,America/New_York,40.77091,-73.65235
11509,Atlantic Beach,NY,Nassau,America/New_York,40.58877,-73.72852
11510,Baldwin,NY,Nassau,America/New_York,40.65021,-73.60804
11514,Carle Place,NY,Nassau,America/New_York,40.74989,-73.61247
11516,Cedarhurst,NY,Nassau,America/New_York,40.62578,-73.72669
11518,East Rockaway,NY,Nassau,America/New_York,40.63759,-73.66678
11520,Freeport,NY,Nassau,America/New_York,40.65003,-73.58291
11530,Garden City,NY,Nassau,America/New_York,40.72737,-73.63725
11542,Glen Cove,NY,Nassau,America/New_York,40.87093,-73.62885
11545,Glen Head,NY,Nassau,America/New_York,40.82705,-73.58903
11547,Glenwood Landing,NY,Nassau,America/New_York,40.83073,-73.64435
11548,Greenvale,NY,Nassau,America/New_York,40.81464,-73.60681
11549,Hempstead,NY,Nassau,America/New_York,40.7173,-73.6028
11550,Hempstead,NY,Nassau,America/New_York,40.70171,-73.62007
11552,West Hempstead,NY,Nassau,America/New_York,40.69233,-73.65129
11553,Uniondale,NY,Nassau,America/New_York,40.70674,-73.59206
11554,East Meadow,NY,Nassau,America/New_York,40.71961,-73.56021
11556,Uniondale,NY,Nassau,America/New_York,40.71968,-73.58375
11557,Hewlett,NY,Nassau,America/New_York,40.6374,-73.69197
11558,Island Park,NY,Nassau,America/New_York,40.60481,-73.64927
11559,Lawrence,NY,Nassau,America/New_York,40.60648,-73.71731
11560,Locust Valley,NY,Nassau,America/New_York,40.88062,-73.59021
11561,Long Beach,NY,Nassau,America/New_York,40.58937,-73.64791
11563,Lynbrook,NY,Nassau,America/New_York,40.65726,-73.67368
11565,Malverne,NY,Nassau,America/New_York,40.67504,-73.67167
11566,Merrick,NY,Nassau,America/New_York,40.66312,-73.55412
11568,Old Westbury,NY,Nassau,America/New_York,40.78694,-73.5965
11569,Point Lookout,NY,Nassau,America/New_York,40.58975,-73.58228
11570,Rockville Centre,NY,Nassau,America/New_York,40.66573,-73.63851
11572,Oceanside,NY,Nassau,America/New_York,40.63232,-73.63686
11575,Roosevelt,NY,Nassau,America/New_York,40.68046,-73.58527
11576,Roslyn,NY,Nassau,America/New_York,40.79841,-73.64767
11577,Roslyn Heights,NY,Nassau,America/New_York,40.78326,-73.63883
11579,Sea Cliff,NY,Nassau,America/New_York,40.84404,-73.64415
11580,Valley Stream,NY,Nassau,America/New_York,40.67496,-73.70357
11581,Valley Stream,NY,Nassau,America/New_York,40.65154,-73.71648
11590,Westbury,NY,Nassau,America/New_York,40.75541,-73.57461
11596,Williston Park,NY,Nassau,America/New_York,40.75971,-73.64236
11598,Woodmere,NY,Nassau,America/New_York,40.63093,-73.71164
11691,Far Rockaway,NY,Queens,America/New_York,40.60138,-73.76103
11692,Arverne,NY,Queens,America/New_York,40.59369,-73.79231
11693,Far Rockaway,NY,Queens,America/New_York,40.5965,-73.81676
11694,Rockaway Park,NY,Queens,America/New_York,40.57775,-73.84386
11697,Breezy Point,NY,Queens,America/New_York,40.55951,-73.9066
11701,Amityville,NY,Suffolk,America/New_York,40.68199,-73.41258
11702,Babylon,NY,Suffolk,America/New_York,40.656,-73.31677
11703,North Babylon,NY,Suffolk,America/New_York,40.73294,-73.32562
11704,West Babylon,NY,Suffolk,America/New_York,40.71694,-73.35898
11705,Bayport,NY,Suffolk,America/New_York,40.74517,-73.05508
11706,Bay Shore,NY,Suffolk,America/New_York,40.7217,-73.2508
11709,Bayville,NY,Nassau,America/New_York,40.90688,-73.5597
11710,Bellmore,NY,Nassau,America/New_York,40.67215,-73.53288
11713,Bellport,NY,Suffolk,America/New_York,40.77499,-72.94317
11714,Bethpage,NY,Nassau,America/New_York,40.74254,-73.48606
11715,Blue Point,NY,Suffolk,America/New_York,40.75003,-73.03516
11716,Bohemia,NY,Suffolk,America/New_York,40.77126,-73.12695
11717,Brentwood,NY,Suffolk,America/New_York,40.78378,-73.25225
11718,Brightwaters,NY,Suffolk,America/New_York,40.71886,-73.26388
11719,Brookhaven,NY,Suffolk,America/New_York,40.78075,-72.91071
11720,Centereach,NY,Suffolk,America/New_York,40.87035,-73.08212
11721,Centerport,NY,Suffolk,America/New_York,40.89359,-73.36994
11722,Central Islip,NY,Suffolk,America/New_York,40.78306,-73.19491
11724,Cold Spring Harbor,NY,Suffolk,America/New_York,40.86532,-73.45289
11725,Commack,NY,Suffolk,America/New_York,40.84045,-73.2808
11726,Copiague,NY,Suffolk,America/New_York,40.67885,-73.39564
11727,Coram,NY,Suffolk,America/New_York,40.88206,-73.00402
11729,Deer Park,NY,Suffolk,America/New_York,40.76279,-73.32177
11730,East Islip,NY,Suffolk,America/New_York,40.71749,-73.17397
11731,East Northport,NY,Suffolk,America/New_York,40.86267,-73.31691
11732,East Norwich,NY,Nassau,America/New_York,40.84467,-73.53674
11733,East Setauket,NY,Suffolk,America/New_York,40.93757,-73.10591
11735,Farmingdale,NY,Nassau,America/New_York,40.73159,-73.4327
11738,Farmingville,NY,Suffolk,America/New_York,40.83816,-73.03822
11739,Great River,NY,Suffolk,America/New_York,40.72955,-73.16056
11740,Greenlawn,NY,Suffolk,America/New_York,40.86529,-73.36132
11741,Holbrook,NY,Suffolk,America/New_York,40.79489,-73.07032
11742,Holtsville,NY,Suffolk,America/New_York,40.81006,-73.04143
11743,Huntington,NY,Suffolk,America/New_York,40.88124,-73.42679
11746,Huntington Station,NY,Suffolk,America/New_York,40.81438,-73.36095
11747,Melville,NY,Suffolk,America/New_York,40.78412,-73.40975
11749,Islandia,NY,Suffolk,America/New_York,40.80676,-73.17087
11751,Islip,NY,Suffolk,America/New_York,40.72998,-73.21426
11752,Islip Terrace,NY,Suffolk,America/New_York,40.75671,-73.17481
11753,Jericho,NY,Nassau,America/New_York,40.78997,-73.54008
11754,Kings Park,NY,Suffolk,America/New_York,40.88768,-73.24739
11755,Lake Grove,NY,Suffolk,America/New_York,40.85821,-73.11724
11756,Levittown,NY,Nassau,America/New_York,40.72543,-73.51654
11757,Lindenhurst,NY,Suffolk,America/New_York,40.68875,-73.37348
11758,Massapequa,NY,Nassau,America/New_York,40.66827,-73.45849
11762,Massapequa Park,NY,Nassau,America/New_York,40.68203,-73.44669
11763,Medford,NY,Suffolk,America/New_York,40.82582,-72.9833
11764,Miller Place,NY,Suffolk,America/New_York,40.93594,-72.97548
11765,Mill Neck,NY,Nassau,America/New_York,40.88328,-73.55795
11766,Mount Sinai,NY,Suffolk,America/New_York,40.93582,-73.0165
11767,Nesconset,NY,Suffolk,America/New_York,40.84386,-73.14476
11768,Northport,NY,Suffolk,America/New_York,40.91062,-73.32621
11769,Oakdale,NY,Suffolk,America/New_York,40.73619,-73.1309
11770,Ocean Beach,NY,Suffolk,America/New_York,40.64579,-73.15658
11771,Oyster Bay,NY,Nassau,America/New_York,40.86682,-73.52593
11772,Patchogue,NY,Suffolk,America/New_York,40.76096,-72.9871
11776,Port Jefferson Station,NY,Suffolk,America/New_York,40.91361,-73.04636
11777,Port Jefferson,NY,Suffolk,America/New_York,40.95169,-73.06468
11778,Rocky Point,NY,Suffolk,America/New_York,40.9433,-72.93
11779,Ronkonkoma,NY,Suffolk,America/New_York,40.81277,-73.11536
11780,Saint James,NY,Suffolk,America/New_York,40.89219,-73.16952
11782,Sayville,NY,Suffolk,America/New_York,40.73748,-73.08116
11783,Seaford,NY,Nassau,America/New_York,40.67767,-73.49062
11784,Selden,NY,Suffolk,America/New_York,40.86891,-73.04118
11786,Shoreham,NY,Suffolk,America/New_York,40.94462,-72.88515
11787,Smithtown,NY,Suffolk,America/New_York,40.85339,-73.21033
11788,Hauppauge,NY,Suffolk,America/New_York,40.81808,-73.21328
11789,Sound Beach,NY,Suffolk,America/New_York,40.95756,-72.97214
11790,Stony Brook,NY,Suffolk,America/New_York,40.90689,-73.12767
11791,Syosset,NY,Nassau,America/New_York,40.8284,-73.50435
11792,Wading River,NY,Suffolk,America/New_York,40.94818,-72.8305
11793,Wantagh,NY,Nassau,America/New_York,40.65069,-73.51421
11794,Stony Brook,NY,Suffolk,America/New_York,40.91362,-73.12514
11795,West Islip,NY,Suffolk,America/New_York,40.70788,-73.29826
11796,West Sayville,NY,Suffolk,America/New_York,40.73135,-73.0997
11797,Woodbury,NY,Nassau,America/New_York,40.81727,-73.47004
11798,Wyandanch,NY,Suffolk,America/New_York,40.75225,-73.37596
11801,Hicksville,NY,Nassau,America/New_York,40.76239,-73.52394
11803,Plainview,NY,Nassau,America/New_York,40.7818,-73.4735
11804,Old Bethpage,NY,Nassau,America/New_York,40.75874,-73.45697
11901,Riverhead,NY,Suffolk,America/New_York,40.92254,-72.64657
11930,Amagansett,NY,Suffolk,America/New_York,40.98935,-72.10144
11931,Aquebogue,NY,Suffolk,America/New_York,40.93495,-72.61361
11932,Bridgehampton,NY,Suffolk,America/New_York,40.93905,-72.30785
11933,Calverton,NY,Suffolk,America/New_York,40.92378,-72.75494
11934,Center Moriches,NY,Suffolk,America/New_York,40.80008,-72.79363
11935,Cutchogue,NY,Suffolk,America/New_York,41.01796,-72.48929
11937,East Hampton,NY,Suffolk,America/New_York,41.00703,-72.1953
11939,East Marion,NY,Suffolk,America/New_York,41.12788,-72.34146
11940,East Moriches,NY,Suffolk,America/New_York,40.8104,-72.75711
11941,Eastport,NY,Suffolk,America/New_York,40.82973,-72.72839
11942,East Quogue,NY,Suffolk,America/New_York,40.85315,-72.5849
11944,Greenport,NY,Suffolk,America/New_York,41.09988,-72.37089
11946,Hampton Bays,NY,Suffolk,America/New_York,40.87787,-72.52651
11947,Jamesport,NY,Suffolk,America/New_York,40.95518,-72.57717
11948,Laurel,NY,Suffolk,America/New_York,40.96594,-72.55795
11949,Manorville,NY,Suffolk,America/New_York,40.86546,-72.80134
11950,Mastic,NY,Suffolk,America/New_York,40.80776,-72.84737
11951,Mastic Beach,NY,Suffolk,America/New_York,40.7634,-72.83056
11952,Mattituck,NY,Suffolk,America/New_York,40.99698,-72.5437
11953,Middle Island,NY,Suffolk,America/New_York,40.88593,-72.95064
11954,Montauk,NY,Suffolk,America/New_York,41.04652,-71.94662
11955,Moriches,NY,Suffolk,America/New_York,40.80886,-72.81986
11956,New Suffolk,NY,Suffolk,America/New_York,40.98159,-72.46894
11957,Orient,NY,Suffolk,America/New_York,41.14927,-72.26173
11958,Peconic,NY,Suffolk,America/New_York,41.03618,-72.46153
11959,Quogue,NY,Suffolk,America/New_York,40.82255,-72.60118
11960,Remsenburg,NY,Suffolk,America/New_York,40.80854,-72.70635
11961,Ridge,NY,Suffolk,America/New_York,40.90392,-72.88749
11962,Sagaponack,NY,Suffolk,America/New_York,40.93565,-72.27269
11963,Sag Harbor,NY,Suffolk,America/New_York,40.99428,-72.3208
11964,Shelter Island,NY,Suffolk,America/New_York,41.0544,-72.32076
11965,Shelter Island Heights,NY,Suffolk,America/New_York,41.07777,-72.3527
